AAG ORDER NUMBER,CUSTOMER NAME,ORDER DATE PO RECEIVED,CUSTOMER ALT PO,AAG SEASON,CUSTOMER SEASON,DROP,MONTH,RANGE / COLLECTION,PROMO GROUP / CAMPAIGN (HOT 30/GLOBAL EDIT,CATEGORY,PATTERN ID,MAKE OR BUY,PLANNER,ORIGINAL ALIAS/RELATED ITEM,PRICING ALIAS/RELATED ITEM,ALIAS/RELATED ITEM,CUSTOMER STYLE,CUSTOMER''S COLOUR CODE (CUSTOM FIELD) CUSTOMER PROVIDES THIS,ACTIVE,All,Multiple Items,FACILITY CODE,BULK AGREEMENT NUMBER,Sum of TOTAL QTY,BULK AGREEMENT DESCRIPTION,CUSTOMER CODE,CO NUMBER - INITIAL DISTRO,CO NUMBER (INITIAL DISTRO),CO NUMBER (ALLOCATION DISTRO),CO NUMBER - ALLOCATION DISTRO,PO NUMBER,AAG SEASON CODE,INFOR MAKE/BUY CODE,PLANNER2,ITEM TYPE CODE,INFOR ITEM TYPE CODE,PRODUCT GROUP CODE,MAKE/BUY CODE,INFOR PRODUCT GROUP CODE,ITEM GROUP CODE,STYLE DESCRIPTION,INFOR ITEM GROUP CODE,GENDER GROUP CODE,INFOR GENDER GROUP CODE,FABRIC TYPE CODE,INFOR FABRIC TYPE CODE,CUSTOMER COLOUR DESCRIPTION,UNIT OF MEASURE,INFOR COLOUR CODE,XXXS,XXS,XS,S,S/M,M,M/L,L,L/XL,XL,XXL,XXXL,0,2,4,6,8,10,12,14,16,18,20,0-3M,3-6M,6-9M,9-12M,12-18M,18-24M,2T,3T,4T,5T,6T,30/30,30/32,32/30,32/32,34/30,34/32,36/30,36/32,32C,32D,32DD,34C,34D,34DD,36C,36D,36DD,OS,ONE SIZE,0w,10w,12w,1X,2/3,22,24,26,27,28,28-30L,29,2w,2X,2XL,30,30-30L,30-31L,30-32L,30X30,31,31/30,31/32,31-30L,31-31L,31-32L,31X30,32,32/34,32/36,32-30L,32-31L,32-32L,32DDD,32X30,33,33/30,33/32,33-30L,33-31L,33-32L,34,34/34,34-30L,34-31L,34-32L,34DDD,34X30,35,35/30,35/32,35-30L,35-31L,35-32L,36,36/34,36-30L,36-31L,36-32L,36DDD,36X30,38,38/30,38/32,38/34,38/36,38-30L,38-31L,38-32L,38C,38D,38DD,38DDD,38X30,3X,3XL,4/5,40,40/30,40/32,40-30L,40-31L,40X30,42,44,46,48,4w,4X,4XL,4XT,5,50,52,54,56,58,6/7,60,6w,7,8w,9,L(10-12),L(14-16),M(10-12),M(8-10),S(6-8),TOTAL QTY,ORDER TYPE,DESTINATION,DESTINATION WAREHOUSE,ALLOCATION (CHANNEL),SHOP NAME,COLLECTION DELIVERY,SHOP CODE,TRACKING NUMBER,ETA CUSTOMER WAREHOUSE DATE,EX FACTORY DATE,DELIVERY TERMS,PLANNED DELIVERY METHOD,DELIVERY CODE (MODL),NOTES,VALIDATION,VALIDATION2,VALIDATION3,VALIDATION4,CUSTOMER PRICE,USA ONLY LSTP 75% EX WORKS,EX WORKS (USD),ADMINISTRATION FEE,DESIGN FEE,FX CHARGE,HANDLING,PNP,SURCHARGE FEE,DISCOUNT,FINAL FOB (USD),HS CODE,US DUTY RATE,US DUTY,FREIGHT,US TARIFF RATE,US TARIFF,DDP US (USD),UK DUTY RATE,UK FREIGHT,UK INSURANCE,UK CIF,UK DUTY,DDP UK (USD),CAN DUTY RATE,CAN DUTY,DDP CAN (USD),SMS PRICE USD,FINAL PRICES Y/N,NOTES FOR PRICE,PRICING NOTES,Delta,Warehouse,ORTP (ORDER TYPE),Longson Alias,BUAR (BUSINESS AREA UNIT),ADID,record_uuid,RESOLVED_BY,ORDER_KEY
AES-00017,AESCAPE,2024-03-22,,2024 Q3,2024Q3,DROP03,AUGUST,PREMIUM APPAREL,,,,1,NICOLE GUERBOIAN,,,,AESM003B,,,,,,,,,,,,,,1311,,,,F10,,FGA10,,,FGALEG20,MASSAGE LEGGING,,MEN,,FABKNIT,,MAGNET GREY,PCE,,,125.0,125.0,500.0,,500.0,,500.0,,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,2625.0,ACTIVE,USA,NEW JERSEY,,,,,,2024-08-01,2024-07-19,DDP,AIR,,Added 22.3.24 color updated 25.3.24,1311AESM003BMAGNET GREY2625,,,,,11.39,15.19,0.2,,0.61,0.1,,,,16.1,6103.43.15.20,0.282,3.21,,0.075,0.85,20.16,,,,,,,,,,32.2,Y,price added 01.04.24 exworks updated & prices confirmed 29.7.24 exworks updated & price confirmed 29.8.24,,,,,,,,AE5FA1FD-C9D4-4D28-B4EA-906ED2B9D41D,,AES-00017|AIR|AESM003B|1311|ACTIVE||
AES-00017,AESCAPE,2024-03-22,,2024 Q3,2024Q3,DROP03,AUGUST,PREMIUM APPAREL,,,,1,NICOLE GUERBOIAN,,,,AESM003B,,,,,,,,,,,,,,1311,,,,F10,,FGA10,,,FGALEG20,MASSAGE LEGGING,,MEN,,FABKNIT,,MAGNET GREY,PCE,,,125.0,125.0,500.0,,500.0,,500.0,,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,2625.0,ACTIVE,USA,NEW JERSEY,,,,,,2024-08-01,2024-07-19,DDP,AIR,,Added 22.3.24 color updated 25.3.24,1311AESM003BMAGNET GREY2625,,,,,11.3900,15.1900,0.2000,,0.6100,0.1000,,,,16.100000000000001,6103.43.15.20,0.282000,3.2100,,0.075000,0.8500,20.160000000000000,,,,,,,,,,32.2000,Y,price added 01.04.24 exworks updated & prices confirmed 29.7.24 exworks updated & price confirmed 29.8.24,,,,,,,,80F9302A-6D29-4206-9161-3228597E067B,,AES-00017|AIR|AESM003B|1311|ACTIVE||
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[DIFF_COLS] ['USA ONLY LSTP 75% EX WORKS', 'EX WORKS (USD)', 'ADMINISTRATION FEE', 'FX CHARGE', 'HANDLING', 'FINAL FOB (USD)', 'US DUTY RATE', 'US DUTY', 'US TARIFF RATE', 'US TARIFF', 'DDP US (USD)', 'SMS PRICE USD', 'record_uuid']"
AES-00018,AESCAPE,2024-03-22,,2024 Q3,2024Q3,DROP03,AUGUST,PREMIUM APPAREL,,,,1,NICOLE GUERBOIAN,,,,AESW003,,,,,,,,,,,,,,1311,,,,F10,,FGA10,,,FGALEG20,MASSAGE LEGGING,,WOM,,FABKNIT,,MAGNET GREY,PCE,,,125.0,125.0,500.0,,500.0,,500.0,,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,2625.0,ACTIVE,USA,NEW JERSEY,,,,,,2024-08-01,2024-07-19,DDP,AIR,,Added 22.3.24 color updated 25.3.24,1311AESW003MAGNET GREY2625,,,,,11.25,15,0.2,,0.61,0.1,,,,15.91,6104.63.20.06,0.282,3.17,,0.075,0.84,19.92,,,,,,,,,,31.82,Y,price added 01.04.24 exworks updated & prices confirmed 29.7.24 exworks updated & price confirmed 29.8.24,,,,,,,,2EA61E11-6A33-4AB5-B45F-48E7E94F84A3,,AES-00018|AIR|AESW003|1311|ACTIVE||
AES-00018,AESCAPE,2024-03-22,,2024 Q3,2024Q3,DROP03,AUGUST,PREMIUM APPAREL,,,,1,NICOLE GUERBOIAN,,,,AESW003,,,,,,,,,,,,,,1311,,,,F10,,FGA10,,,FGALEG20,MASSAGE LEGGING,,WOM,,FABKNIT,,MAGNET GREY,PCE,,,125.0,125.0,500.0,,500.0,,500.0,,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,2625.0,ACTIVE,USA,NEW JERSEY,,,,,,2024-08-01,2024-07-19,DDP,AIR,,Added 22.3.24 color updated 25.3.24,1311AESW003MAGNET GREY2625,,,,,11.2500,15.0000,0.2000,,0.6100,0.1000,,,,15.910000000000000,6104.63.20.06,0.282000,3.1700,,0.075000,0.8400,19.920000000000002,,,,,,,,,,31.8200,Y,price added 01.04.24 exworks updated & prices confirmed 29.7.24 exworks updated & price confirmed 29.8.24,,,,,,,,586AFF95-F690-440F-9C92-81A0FC67657A,,AES-00018|AIR|AESW003|1311|ACTIVE||
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[DIFF_COLS] ['USA ONLY LSTP 75% EX WORKS', 'EX WORKS (USD)', 'ADMINISTRATION FEE', 'FX CHARGE', 'HANDLING', 'FINAL FOB (USD)', 'US DUTY RATE', 'US DUTY', 'US TARIFF RATE', 'US TARIFF', 'DDP US (USD)', 'SMS PRICE USD', 'record_uuid']"
AES-00019,AESCAPE,2024-05-02,,2024 FALL,BULK,DROP01,,ACTIVE MENS AND WOMENS,,,,1,NICOLE GUERBOIAN,,,,AESM001B,,,,,,,,,,,,,,1355,,,,F10,,FGA10,,,FGATOP20,MASSAGE TOP,,MEN,,FABKNIT,,MAGNET GREY,PCE,,,125.0,125.0,500.0,,500.0,,500.0,,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,2625.0,ACTIVE,USA,NEW JERSEY,,,,,,,2024-08-01,DDP,,,Added 2.5.24 style # updated 6.5.24,1355AESM001BMAGNET GREY2625,,,,15.97,9.91,13.21,0.2,,0.61,0.1,,,,14.12,6110.30.30.41,0.32,3.17,,0.075,0.74,18.03,,,,,,,,,,28.24,Y,price added 07.05.24 HS updated 8.8.24 exworks & HS updated & price confirmed 29.8.24,,,,,,,,1FE19CF2-261A-4DA1-86AF-3434D36C21D6,,AES-00019||AESM001B|1355|ACTIVE||
AES-00019,AESCAPE,2024-05-02,,2024 FALL,BULK,DROP01,,ACTIVE MENS AND WOMENS,,,,1,NICOLE GUERBOIAN,,,,AESM001B,,,,,,,,,,,,,,1355,,,,F10,,FGA10,,,FGATOP20,MASSAGE TOP,,MEN,,FABKNIT,,MAGNET GREY,PCE,,,125.0,125.0,500.0,,500.0,,500.0,,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,2625.0,ACTIVE,USA,NEW JERSEY,,,,,,,2024-08-01,DDP,,,Added 2.5.24 style # updated 6.5.24,1355AESM001BMAGNET GREY2625,,,,15.9700,9.9100,13.2100,0.2000,,0.6100,0.1000,,,,14.119999999999999,6110.30.30.41,0.320000,3.1700,,0.075000,0.7400,18.030000000000001,,,,,,,,,,28.2400,Y,price added 07.05.24 HS updated 8.8.24 exworks & HS updated & price confirmed 29.8.24,,,,,,,,FF749368-6D90-40D4-A144-6A81D9F5D392,,AES-00019||AESM001B|1355|ACTIVE||
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[DIFF_COLS] ['CUSTOMER PRICE', 'USA ONLY LSTP 75% EX WORKS', 'EX WORKS (USD)', 'ADMINISTRATION FEE', 'FX CHARGE', 'HANDLING', 'FINAL FOB (USD)', 'US DUTY RATE', 'US DUTY', 'US TARIFF RATE', 'US TARIFF', 'DDP US (USD)', 'SMS PRICE USD', 'record_uuid']"
AES-00020,AESCAPE,2024-05-02,,2024 FALL,BULK,DROP01,,ACTIVE MENS AND WOMENS,,,,1,NICOLE GUERBOIAN,,,,AESW001B,,,,,,,,,,,,,,1355,,,,F10,,FGA10,,,FGATOP20,MASSAGE TOP,,WOM,,FABKNIT,,MAGNET GREY,PCE,,,125.0,125.0,500.0,,500.0,,500.0,,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,2625.0,ACTIVE,USA,NEW JERSEY,,,,,,,2024-08-01,DDP,,,Added 2.5.24 style # updated 6.5.24,1355AESW001BMAGNET GREY2625,,,,15.82,9.82,13.09,0.2,,0.61,0.1,,,,14,6110.30.30.45,0.32,3.14,,0.075,0.74,17.88,,,,,,,,,,28,Y,price added 07.05.24 HS updated 8.8.24 exworks & HS updated & price confirmed 29.8.24,,,,,,,,F6AA5FE9-471E-4619-9780-586F6A1F54B3,,AES-00020||AESW001B|1355|ACTIVE||
AES-00020,AESCAPE,2024-05-02,,2024 FALL,BULK,DROP01,,ACTIVE MENS AND WOMENS,,,,1,NICOLE GUERBOIAN,,,,AESW001B,,,,,,,,,,,,,,1355,,,,F10,,FGA10,,,FGATOP20,MASSAGE TOP,,WOM,,FABKNIT,,MAGNET GREY,PCE,,,125.0,125.0,500.0,,500.0,,500.0,,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,2625.0,ACTIVE,USA,NEW JERSEY,,,,,,,2024-08-01,DDP,,,Added 2.5.24 style # updated 6.5.24,1355AESW001BMAGNET GREY2625,,,,15.8200,9.8200,13.0900,0.2000,,0.6100,0.1000,,,,14.000000000000000,6110.30.30.45,0.320000,3.1400,,0.075000,0.7400,17.879999999999999,,,,,,,,,,28.0000,Y,price added 07.05.24 HS updated 8.8.24 exworks & HS updated & price confirmed 29.8.24,,,,,,,,30F5D04B-1433-444C-AB8A-7D3471529C6B,,AES-00020||AESW001B|1355|ACTIVE||
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[DIFF_COLS] ['CUSTOMER PRICE', 'USA ONLY LSTP 75% EX WORKS', 'EX WORKS (USD)', 'ADMINISTRATION FEE', 'FX CHARGE', 'HANDLING', 'FINAL FOB (USD)', 'US DUTY RATE', 'US DUTY', 'US TARIFF RATE', 'US TARIFF', 'DDP US (USD)', 'SMS PRICE USD', 'record_uuid']"
AES-00021,AESCAPE,2024-05-02,,2024 FALL,BULK,DROP01,,ACTIVE MENS AND WOMENS,,,,1,NICOLE GUERBOIAN,,,,AESM003B,,,,,,,,,,,,,,1355,,,,F10,,FGA10,,,FGALEG20,MASSAGE LEGGING,,MEN,,FABKNIT,,MAGNET GREY,PCE,,,125.0,125.0,500.0,,500.0,,500.0,,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,2625.0,ACTIVE,USA,NEW JERSEY,,,,,,,2024-08-01,DDP,,,Added 2.5.24 style # updated 6.5.24,1355AESM003BMAGNET GREY2625,,,,16.36,11.39,15.19,0.2,,0.61,0.1,,,,16.1,6103.43.15.20,0.282,3.21,,0.075,0.85,20.16,,,,,,,,,,32.2,Y,price added 07.05.24 exworks updated & price confirmed 29.8.24,,,,,,,,8C997254-F37C-49C0-B4A4-66ED0DD34CB4,,AES-00021||AESM003B|1355|ACTIVE||
AES-00021,AESCAPE,2024-05-02,,2024 FALL,BULK,DROP01,,ACTIVE MENS AND WOMENS,,,,1,NICOLE GUERBOIAN,,,,AESM003B,,,,,,,,,,,,,,1355,,,,F10,,FGA10,,,FGALEG20,MASSAGE LEGGING,,MEN,,FABKNIT,,MAGNET GREY,PCE,,,125.0,125.0,500.0,,500.0,,500.0,,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,2625.0,ACTIVE,USA,NEW JERSEY,,,,,,,2024-08-01,DDP,,,Added 2.5.24 style # updated 6.5.24,1355AESM003BMAGNET GREY2625,,,,16.3600,11.3900,15.1900,0.2000,,0.6100,0.1000,,,,16.100000000000001,6103.43.15.20,0.282000,3.2100,,0.075000,0.8500,20.160000000000000,,,,,,,,,,32.2000,Y,price added 07.05.24 exworks updated & price confirmed 29.8.24,,,,,,,,2DD3B6BE-706B-4EA2-A568-3DF39F0B15A2,,AES-00021||AESM003B|1355|ACTIVE||
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[DIFF_COLS] ['CUSTOMER PRICE', 'USA ONLY LSTP 75% EX WORKS', 'EX WORKS (USD)', 'ADMINISTRATION FEE', 'FX CHARGE', 'HANDLING', 'FINAL FOB (USD)', 'US DUTY RATE', 'US DUTY', 'US TARIFF RATE', 'US TARIFF', 'DDP US (USD)', 'SMS PRICE USD', 'record_uuid']"
AES-00022,AESCAPE,2024-05-02,,2024 FALL,BULK,DROP01,,ACTIVE MENS AND WOMENS,,,,1,NICOLE GUERBOIAN,,,,AESW003,,,,,,,,,,,,,,1355,,,,F10,,FGA10,,,FGALEG20,MASSAGE LEGGING,,WOM,,FABKNIT,,MAGNET GREY,PCE,,,125.0,125.0,500.0,,500.0,,500.0,,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,2625.0,ACTIVE,USA,NEW JERSEY,,,,,,,2024-08-01,DDP,,,Added 2.5.24,1355AESW003MAGNET GREY2625,,,,16.11,11.25,15,0.2,,0.61,0.1,,,,15.91,6104.63.20.06,0.282,3.17,,0.075,0.84,19.92,,,,,,,,,,31.82,Y,price added 07.05.24 exworks updated & price confirmed 29.8.24,,,,,,,,ECA7F5EF-16E4-4F38-9840-6EBC0084924C,,AES-00022||AESW003|1355|ACTIVE||
AES-00022,AESCAPE,2024-05-02,,2024 FALL,BULK,DROP01,,ACTIVE MENS AND WOMENS,,,,1,NICOLE GUERBOIAN,,,,AESW003,,,,,,,,,,,,,,1355,,,,F10,,FGA10,,,FGALEG20,MASSAGE LEGGING,,WOM,,FABKNIT,,MAGNET GREY,PCE,,,125.0,125.0,500.0,,500.0,,500.0,,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,2625.0,ACTIVE,USA,NEW JERSEY,,,,,,,2024-08-01,DDP,,,Added 2.5.24,1355AESW003MAGNET GREY2625,,,,16.1100,11.2500,15.0000,0.2000,,0.6100,0.1000,,,,15.910000000000000,6104.63.20.06,0.282000,3.1700,,0.075000,0.8400,19.920000000000002,,,,,,,,,,31.8200,Y,price added 07.05.24 exworks updated & price confirmed 29.8.24,,,,,,,,7E3B6C2E-4F72-4D6C-9FDA-0FA3C2F4838E,,AES-00022||AESW003|1355|ACTIVE||
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[DIFF_COLS] ['CUSTOMER PRICE', 'USA ONLY LSTP 75% EX WORKS', 'EX WORKS (USD)', 'ADMINISTRATION FEE', 'FX CHARGE', 'HANDLING', 'FINAL FOB (USD)', 'US DUTY RATE', 'US DUTY', 'US TARIFF RATE', 'US TARIFF', 'DDP US (USD)', 'SMS PRICE USD', 'record_uuid']"
AES-00023,AESCAPE,2024-06-26,,2024 FALL,FALL/HOLIDAY 24,DROP01,JULY,CRADLE COVERS,,,,MANUFACTURED,NICOLE GUERBOIAN,,,,AES0009,,,,,,,,,,,,,,1422,,,,,,,,,,DISPOSABLE COVER SHEET,,,,,,HEADREST LUNA-1,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,ACTIVE,USA,NEW JERSEY,,,,,,,2024-07-19,DDP,AIR,,Added 26.6.24,1422AES0009HEADREST LUNA-15000,,,,,0.41,0.55,0.1,,,0.1,,,,0.75,6307.90.98.91,0.07,0.03,,0.075,0.03,0.81,,,,,,,,,,1.5,Y,prices added 18.7.24 freight removed 29.7.24,,,,,,,,BB951448-BD05-4D20-B2AB-D89FB4F077D8,,AES-00023|AIR|AES0009|1422|ACTIVE||
AES-00023,AESCAPE,2024-06-26,,2024 FALL,FALL/HOLIDAY 24,DROP01,JULY,CRADLE COVERS,,,,MANUFACTURED,NICOLE GUERBOIAN,,,,AES0009,,,,,,,,,,,,,,1422,,,,,,,,,,DISPOSABLE COVER SHEET,,,,,,HEADREST LUNA-1,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,ACTIVE,USA,NEW JERSEY,,,,,,,2024-07-19,DDP,AIR,,Added 26.6.24,1422AES0009HEADREST LUNA-15000,,,,,0.4100,0.5500,0.1000,,,0.1000,,,,0.750000000000000,6307.90.98.91,0.070000,0.0300,,0.075000,0.0300,0.810000000000000,,,,,,,,,,1.5000,Y,prices added 18.7.24 freight removed 29.7.24,,,,,,,,1CD4DBD6-17B8-4D9E-88E9-B2DD1BE74905,,AES-00023|AIR|AES0009|1422|ACTIVE||
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[DIFF_COLS] ['USA ONLY LSTP 75% EX WORKS', 'EX WORKS (USD)', 'ADMINISTRATION FEE', 'HANDLING', 'FINAL FOB (USD)', 'US DUTY RATE', 'US DUTY', 'US TARIFF RATE', 'US TARIFF', 'DDP US (USD)', 'SMS PRICE USD', 'record_uuid']"
